name	author	enable	local	remote_repository	remote_commit	remote_path
binaryalert-hacktool-windows-cobaltstrike-beacon	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_cobaltstrike_beacon.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_cobaltstrike_beacon.yara
binaryalert-hacktool-windows-hot-potato	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_hot_potato.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_hot_potato.yara
binaryalert-hacktool-windows-mimikatz-copywrite	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_mimikatz_copywrite.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_mimikatz_copywrite.yara
binaryalert-hacktool-windows-mimikatz-errors	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_mimikatz_errors.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_mimikatz_errors.yara
binaryalert-hacktool-windows-mimikatz-files	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_mimikatz_files.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_mimikatz_files.yara
binaryalert-hacktool-windows-mimikatz-modules	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_mimikatz_modules.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_mimikatz_modules.yara
binaryalert-hacktool-windows-mimikatz-sekurlsa	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_mimikatz_sekurlsa.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_mimikatz_sekurlsa.yara
binaryalert-hacktool-windows-moyix-creddump	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_moyix_creddump.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_moyix_creddump.yara
binaryalert-hacktool-windows-ncc-wmicmd	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_ncc_wmicmd.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_ncc_wmicmd.yara
binaryalert-hacktool-windows-rdp-cmd-delivery	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_rdp_cmd_delivery.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_rdp_cmd_delivery.yara
binaryalert-hacktool-windows-wmi-implant	BinaryAlert	FALSE	binaryalert/hacktool/windows/hacktool_windows_wmi_implant.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/hacktool/windows/hacktool_windows_wmi_implant.yara
binaryalert-malware-macos-apt-sofacy-xagent	BinaryAlert	FALSE	binaryalert/malware/macos/malware_macos_apt_sofacy_xagent.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/macos/malware_macos_apt_sofacy_xagent.yara
binaryalert-malware-macos-bella	BinaryAlert	FALSE	binaryalert/malware/macos/malware_macos_bella.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/macos/malware_macos_bella.yara
binaryalert-malware-macos-macspy	BinaryAlert	FALSE	binaryalert/malware/macos/malware_macos_macspy.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/macos/malware_macos_macspy.yara
binaryalert-malware-macos-marten4n6-evilosx	BinaryAlert	FALSE	binaryalert/malware/macos/malware_macos_marten4n6_evilosx.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/macos/malware_macos_marten4n6_evilosx.yara
binaryalert-malware-macos-neoneggplant-eggshell	BinaryAlert	FALSE	binaryalert/malware/macos/malware_macos_neoneggplant_eggshell.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/macos/malware_macos_neoneggplant_eggshell.yara
binaryalert-malware-macos-proton-rat-generic	BinaryAlert	FALSE	binaryalert/malware/macos/malware_macos_proton_rat_generic.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/macos/malware_macos_proton_rat_generic.yara
binaryalert-malware-multi-pupy-rat	BinaryAlert	FALSE	binaryalert/malware/multi/malware_multi_pupy_rat.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/multi/malware_multi_pupy_rat.yara
binaryalert-malware-multi-vesche-basicrat	BinaryAlert	FALSE	binaryalert/malware/multi/malware_multi_vesche_basicrat.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/multi/malware_multi_vesche_basicrat.yara
binaryalert-malware-windows-ccleaner-backdoor	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_ccleaner_backdoor.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_ccleaner_backdoor.yara
binaryalert-malware-windows-moonlightmaze-de-tool	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_moonlightmaze_de_tool.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_moonlightmaze_de_tool.yara
binaryalert-malware-windows-moonlightmaze-loki	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_moonlightmaze_loki.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_moonlightmaze_loki.yara
binaryalert-malware-windows-moonlightmaze-wipe	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_moonlightmaze_wipe.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_moonlightmaze_wipe.yara
binaryalert-malware-windows-pony-stealer	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_pony_stealer.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_pony_stealer.yara
binaryalert-malware-windows-remcos-rat	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_remcos_rat.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_remcos_rat.yara
binaryalert-malware-windows-t3ntman-crunchrat	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_t3ntman_crunchrat.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_t3ntman_crunchrat.yara
binaryalert-malware-windows-xrat-quasarrat	BinaryAlert	FALSE	binaryalert/malware/windows/malware_windows_xrat_quasarrat.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/malware/windows/malware_windows_xrat_quasarrat.yara
binaryalert-ransomware-windows-cerber-evasion	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_cerber_evasion.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_cerber_evasion.yara
binaryalert-ransomware-windows-cryptolocker	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_cryptolocker.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_cryptolocker.yara
binaryalert-ransomware-windows-hydracrypt	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_hydracrypt.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_hydracrypt.yara
binaryalert-ransomware-windows-petya-variant-1	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_petya_variant_1.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_petya_variant_1.yara
binaryalert-ransomware-windows-petya-variant-2	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_petya_variant_2.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_petya_variant_2.yara
binaryalert-ransomware-windows-petya-variant-3	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_petya_variant_3.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_petya_variant_3.yara
binaryalert-ransomware-windows-wannacry	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_wannacry.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_wannacry.yara
binaryalert-ransomware-windows-zcrypt	BinaryAlert	FALSE	binaryalert/ransomware/windows/ransomware_windows_zcrypt.yara	https://github.com/airbnb/binaryalert	refs/heads/master	rules/public/ransomware/windows/ransomware_windows_zcrypt.yara
burp-angler-ek-checkpoint	Burp	FALSE	burp/angler_ek_checkpoint.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_ek_checkpoint.yar
burp-angler-ek-redirector	Burp	FALSE	burp/angler_ek_redirector.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_ek_redirector.yar
burp-angler-flash	Burp	FALSE	burp/angler_flash.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_flash.yar
burp-angler-flash-uncompressed	Burp	FALSE	burp/angler_flash_uncompressed.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_flash_uncompressed.yar
burp-angler-flash2	Burp	FALSE	burp/angler_flash2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_flash2.yar
burp-angler-flash4	Burp	FALSE	burp/angler_flash4.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_flash4.yar
burp-angler-flash5	Burp	FALSE	burp/angler_flash5.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_flash5.yar
burp-angler-html	Burp	FALSE	burp/angler_html.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_html.yar
burp-angler-html2	Burp	FALSE	burp/angler_html2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_html2.yar
burp-angler-jar	Burp	FALSE	burp/angler_jar.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_jar.yar
burp-angler-js	Burp	FALSE	burp/angler_js.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	angler_js.yar
burp-blackhole-basic	Burp	FALSE	burp/blackhole_basic.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole_basic.yar
burp-blackhole1-jar	Burp	FALSE	burp/blackhole1_jar.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole1_jar.yar
burp-blackhole2-css	Burp	FALSE	burp/blackhole2_css.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_css.yar
burp-blackhole2-htm	Burp	FALSE	burp/blackhole2_htm.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm.yar
burp-blackhole2-htm3	Burp	FALSE	burp/blackhole2_htm3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm3.yar
burp-blackhole2-htm4	Burp	FALSE	burp/blackhole2_htm4.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm4.yar
burp-blackhole2-htm5	Burp	FALSE	burp/blackhole2_htm5.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm5.yar
burp-blackhole2-htm6	Burp	FALSE	burp/blackhole2_htm6.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm6.yar
burp-blackhole2-htm8	Burp	FALSE	burp/blackhole2_htm8.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm8.yar
burp-blackhole2-htm10	Burp	FALSE	burp/blackhole2_htm10.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm10.yar
burp-blackhole2-htm11	Burp	FALSE	burp/blackhole2_htm11.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm11.yar
burp-blackhole2-htm12	Burp	FALSE	burp/blackhole2_htm12.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_htm12.yar
burp-blackhole2-jar	Burp	FALSE	burp/blackhole2_jar.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_jar.yar
burp-blackhole2-jar2	Burp	FALSE	burp/blackhole2_jar2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_jar2.yar
burp-blackhole2-jar3	Burp	FALSE	burp/blackhole2_jar3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_jar3.yar
burp-blackhole2-pdf	Burp	FALSE	burp/blackhole2_pdf.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	blackhole2_pdf.yar
burp-bleedinglife2-adobe-2010-1297-exploit	Burp	FALSE	burp/bleedinglife2_adobe_2010_1297_exploit.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	bleedinglife2_adobe_2010_1297_exploit.yar
burp-bleedinglife2-adobe-2010-2884-exploit	Burp	FALSE	burp/bleedinglife2_adobe_2010_2884_exploit.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	bleedinglife2_adobe_2010_2884_exploit.yar
burp-bleedinglife2-jar2	Burp	FALSE	burp/bleedinglife2_jar2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	bleedinglife2_jar2.yar
burp-bleedinglife2-java-2010-0842-exploit	Burp	FALSE	burp/bleedinglife2_java_2010_0842_exploit.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	bleedinglife2_java_2010_0842_exploit.yar
burp-crimepack-jar	Burp	FALSE	burp/crimepack_jar.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	crimepack_jar.yar
burp-crimepack-jar3	Burp	FALSE	burp/crimepack_jar3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	crimepack_jar3.yar
burp-cve-2013-0074	Burp	FALSE	burp/cve_2013_0074.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	cve_2013_0074.yar
burp-cve-2013-0422	Burp	FALSE	burp/cve_2013_0422.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	cve_2013_0422.yar
burp-eleonore-jar	Burp	FALSE	burp/eleonore_jar.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	eleonore_jar.yar
burp-eleonore-jar2	Burp	FALSE	burp/eleonore_jar2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	eleonore_jar2.yar
burp-eleonore-jar3	Burp	FALSE	burp/eleonore_jar3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	eleonore_jar3.yar
burp-eleonore-js	Burp	FALSE	burp/eleonore_js.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	eleonore_js.yar
burp-eleonore-js2	Burp	FALSE	burp/eleonore_js2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	eleonore_js2.yar
burp-eleonore-js3	Burp	FALSE	burp/eleonore_js3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	eleonore_js3.yar
burp-fragus-htm	Burp	FALSE	burp/fragus_htm.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	fragus_htm.yar
burp-fragus-js	Burp	FALSE	burp/fragus_js.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	fragus_js.yar
burp-fragus-js-flash	Burp	FALSE	burp/fragus_js_flash.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	fragus_js_flash.yar
burp-fragus-js-java	Burp	FALSE	burp/fragus_js_java.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	fragus_js_java.yar
burp-fragus-js-quicktime	Burp	FALSE	burp/fragus_js_quicktime.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	fragus_js_quicktime.yar
burp-fragus-js-vml	Burp	FALSE	burp/fragus_js_vml.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	fragus_js_vml.yar
burp-fragus-js2	Burp	FALSE	burp/fragus_js2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	fragus_js2.yar
burp-javascript-exploit-and-obfuscation	Burp	FALSE	burp/javascript_exploit_and_obfuscation.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	javascript_exploit_and_obfuscation.yar
burp-malicious-office	Burp	FALSE	burp/malicious_office.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	malicious_office.yar
burp-malicious-pdf	Burp	FALSE	burp/malicious_pdf.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	malicious_pdf.yar
burp-phoenix-html	Burp	FALSE	burp/phoenix_html.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html.yar
burp-phoenix-html2	Burp	FALSE	burp/phoenix_html2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html2.yar
burp-phoenix-html3	Burp	FALSE	burp/phoenix_html3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html3.yar
burp-phoenix-html4	Burp	FALSE	burp/phoenix_html4.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html4.yar
burp-phoenix-html5	Burp	FALSE	burp/phoenix_html5.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html5.yar
burp-phoenix-html6	Burp	FALSE	burp/phoenix_html6.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html6.yar
burp-phoenix-html7	Burp	FALSE	burp/phoenix_html7.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html7.yar
burp-phoenix-html8	Burp	FALSE	burp/phoenix_html8.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html8.yar
burp-phoenix-html9	Burp	FALSE	burp/phoenix_html9.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html9.yar
burp-phoenix-html10	Burp	FALSE	burp/phoenix_html10.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html10.yar
burp-phoenix-html11	Burp	FALSE	burp/phoenix_html11.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_html11.yar
burp-phoenix-jar	Burp	FALSE	burp/phoenix_jar.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_jar.yar
burp-phoenix-jar2	Burp	FALSE	burp/phoenix_jar2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_jar2.yar
burp-phoenix-jar3	Burp	FALSE	burp/phoenix_jar3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_jar3.yar
burp-phoenix-pdf	Burp	FALSE	burp/phoenix_pdf.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_pdf.yar
burp-phoenix-pdf2	Burp	FALSE	burp/phoenix_pdf2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_pdf2.yar
burp-phoenix-pdf3	Burp	FALSE	burp/phoenix_pdf3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	phoenix_pdf3.yar
burp-redkit-bin-basic	Burp	FALSE	burp/redkit_bin_basic.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	redkit_bin_basic.yar
burp-sakura-jar	Burp	FALSE	burp/sakura_jar.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	sakura_jar.yar
burp-sakura-jar2	Burp	FALSE	burp/sakura_jar2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	sakura_jar2.yar
burp-zeroaccess-css	Burp	FALSE	burp/zeroaccess_css.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeroaccess_css.yar
burp-zeroaccess-css2	Burp	FALSE	burp/zeroaccess_css2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeroaccess_css2.yar
burp-zeroaccess-htm	Burp	FALSE	burp/zeroaccess_htm.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeroaccess_htm.yar
burp-zeroaccess-js	Burp	FALSE	burp/zeroaccess_js.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeroaccess_js.yar
burp-zeroaccess-js2	Burp	FALSE	burp/zeroaccess_js2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeroaccess_js2.yar
burp-zeroaccess-js3	Burp	FALSE	burp/zeroaccess_js3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeroaccess_js3.yar
burp-zeroaccess-js4	Burp	FALSE	burp/zeroaccess_js4.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeroaccess_js4.yar
burp-zerox88-js2	Burp	FALSE	burp/zerox88_js2.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zerox88_js2.yar
burp-zerox88-js3	Burp	FALSE	burp/zerox88_js3.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zerox88_js3.yar
burp-zeus-js	Burp	FALSE	burp/zeus_js.yar	https://github.com/codewatchorg/Burp-Yara-Rules	refs/heads/master	zeus_js.yar
cape-agenttesla	CAPE	FALSE	cape/data/yara/CAPE/AgentTesla.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/AgentTesla.yar
cape-al-khaser	CAPE	FALSE	cape/analyzer/windows/data/yara/Al-khaser.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/Al-khaser.yar
cape-amadey	CAPE	FALSE	cape/data/yara/CAPE/Amadey.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Amadey.yar
cape-arkei	CAPE	FALSE	cape/data/yara/CAPE/Arkei.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Arkei.yar
cape-asyncrat	CAPE	FALSE	cape/data/yara/CAPE/AsyncRat.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/AsyncRat.yar
cape-atlas	CAPE	FALSE	cape/data/yara/CAPE/Atlas.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Atlas.yar
cape-azer	CAPE	FALSE	cape/data/yara/CAPE/Azer.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Azer.yar
cape-azorult	CAPE	FALSE	cape/data/yara/CAPE/Azorult.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Azorult.yar
cape-badrabbit	CAPE	FALSE	cape/data/yara/CAPE/BadRabbit.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/BadRabbit.yar
cape-bazar	CAPE	FALSE	cape/data/yara/CAPE/Bazar.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Bazar.yar
cape-bitpaymer	CAPE	FALSE	cape/data/yara/CAPE/BitPaymer.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/BitPaymer.yar
cape-buerloader	CAPE	FALSE	cape/analyzer/windows/data/yara/BuerLoader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/BuerLoader.yar
cape-buerloader	CAPE	FALSE	cape/data/yara/CAPE/BuerLoader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/BuerLoader.yar
cape-cerber	CAPE	FALSE	cape/data/yara/CAPE/Cerber.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Cerber.yar
cape-cobaltstrikebeacon	CAPE	FALSE	cape/data/yara/CAPE/CobaltStrikeBeacon.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/CobaltStrikeBeacon.yar
cape-codoso	CAPE	FALSE	cape/data/yara/CAPE/Codoso.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Codoso.yar
cape-conti	CAPE	FALSE	cape/data/yara/CAPE/Conti.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Conti.yar
cape-cryptoshield	CAPE	FALSE	cape/data/yara/CAPE/Cryptoshield.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Cryptoshield.yar
cape-doppelpaymer	CAPE	FALSE	cape/data/yara/CAPE/DoppelPaymer.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/DoppelPaymer.yar
cape-dreambot	CAPE	FALSE	cape/data/yara/CAPE/Dreambot.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Dreambot.yar
cape-dridexloader	CAPE	FALSE	cape/analyzer/windows/data/yara/DridexLoader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/DridexLoader.yar
cape-dridexloader	CAPE	FALSE	cape/data/yara/CAPE/DridexLoader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/DridexLoader.yar
cape-dridexv4	CAPE	FALSE	cape/data/yara/CAPE/DridexV4.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/DridexV4.yar
cape-emotet	CAPE	FALSE	cape/analyzer/windows/data/yara/Emotet.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/Emotet.yar
cape-emotet	CAPE	FALSE	cape/data/yara/CAPE/Emotet.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Emotet.yar
cape-emotet-loader	CAPE	FALSE	cape/data/yara/CAPE/Emotet_Loader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Emotet_Loader.yar
cape-eternalromance	CAPE	FALSE	cape/data/yara/CAPE/EternalRomance.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/EternalRomance.yar
cape-fareit	CAPE	FALSE	cape/data/yara/CAPE/Fareit.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Fareit.yar
cape-formbook	CAPE	FALSE	cape/analyzer/windows/data/yara/Formbook.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/Formbook.yar
cape-gandcrab	CAPE	FALSE	cape/data/yara/CAPE/Gandcrab.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Gandcrab.yar
cape-gettickcountantivm	CAPE	FALSE	cape/analyzer/windows/data/yara/GetTickCountAntiVM.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/GetTickCountAntiVM.yar
cape-gootkit	CAPE	FALSE	cape/data/yara/CAPE/Gootkit.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Gootkit.yar
cape-guloader	CAPE	FALSE	cape/analyzer/windows/data/yara/Guloader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/Guloader.yar
cape-guloader	CAPE	FALSE	cape/data/yara/CAPE/Guloader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Guloader.yar
