name	author	enable	local	remote_repository	remote_commit	remote_path
cape-hancitor	CAPE	FALSE	cape/data/yara/CAPE/Hancitor.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Hancitor.yar
cape-hermes	CAPE	FALSE	cape/data/yara/CAPE/Hermes.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Hermes.yar
cape-icedid	CAPE	FALSE	cape/analyzer/windows/data/yara/IcedID.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/IcedID.yar
cape-icedid	CAPE	FALSE	cape/data/yara/CAPE/IcedID.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/IcedID.yar
cape-icedidloader	CAPE	FALSE	cape/data/yara/CAPE/IcedIDLoader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/IcedIDLoader.yar
cape-ies-heavensgate	CAPE	FALSE	cape/data/yara/binaries/HeavensGate.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/binaries/HeavensGate.yar
cape-jaff	CAPE	FALSE	cape/data/yara/CAPE/Jaff.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Jaff.yar
cape-kovter	CAPE	FALSE	cape/data/yara/CAPE/Kovter.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Kovter.yar
cape-kpot	CAPE	FALSE	cape/data/yara/CAPE/Kpot.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Kpot.yar
cape-kronos	CAPE	FALSE	cape/data/yara/CAPE/Kronos.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Kronos.yar
cape-lockbit	CAPE	FALSE	cape/data/yara/CAPE/Lockbit.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Lockbit.yar
cape-locky	CAPE	FALSE	cape/data/yara/CAPE/Locky.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Locky.yar
cape-loki	CAPE	FALSE	cape/data/yara/CAPE/Loki.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Loki.yar
cape-magniber	CAPE	FALSE	cape/data/yara/CAPE/Magniber.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Magniber.yar
cape-masslogger	CAPE	FALSE	cape/data/yara/CAPE/MassLogger.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/MassLogger.yar
cape-megacortex	CAPE	FALSE	cape/data/yara/CAPE/MegaCortex.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/MegaCortex.yar
cape-mole	CAPE	FALSE	cape/data/yara/CAPE/Mole.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Mole.yar
cape-mysterysnail	CAPE	FALSE	cape/analyzer/windows/data/yara/MysterySnail.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/MysterySnail.yar
cape-nanolocker	CAPE	FALSE	cape/data/yara/CAPE/NanoLocker.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/NanoLocker.yar
cape-nemty	CAPE	FALSE	cape/data/yara/CAPE/Nemty.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Nemty.yar
cape-nettraveler	CAPE	FALSE	cape/data/yara/CAPE/NetTraveler.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/NetTraveler.yar
cape-pafish	CAPE	FALSE	cape/analyzer/windows/data/yara/Pafish.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/Pafish.yar
cape-pafish	CAPE	FALSE	cape/data/yara/CAPE/Pafish.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Pafish.yar
cape-petrwrap	CAPE	FALSE	cape/data/yara/CAPE/PetrWrap.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/PetrWrap.yar
cape-petya	CAPE	FALSE	cape/data/yara/CAPE/Petya.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Petya.yar
cape-qakbot	CAPE	FALSE	cape/data/yara/CAPE/QakBot.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/QakBot.yar
cape-ramnit	CAPE	FALSE	cape/data/yara/CAPE/Ramnit.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Ramnit.yar
cape-rcsession	CAPE	FALSE	cape/data/yara/CAPE/RCSession.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/RCSession.yar
cape-rdtscpantivm	CAPE	FALSE	cape/analyzer/windows/data/yara/RdtscpAntiVM.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/RdtscpAntiVM.yar
cape-remcos	CAPE	FALSE	cape/data/yara/CAPE/Remcos.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Remcos.yar
cape-rokrat	CAPE	FALSE	cape/data/yara/CAPE/RokRat.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/RokRat.yar
cape-ryuk	CAPE	FALSE	cape/data/yara/CAPE/Ryuk.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Ryuk.yar
cape-scarab	CAPE	FALSE	cape/data/yara/CAPE/Scarab.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Scarab.yar
cape-sedreco	CAPE	FALSE	cape/data/yara/CAPE/Sedreco.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Sedreco.yar
cape-seduploader	CAPE	FALSE	cape/data/yara/CAPE/Seduploader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Seduploader.yar
cape-singlestepantihook	CAPE	FALSE	cape/analyzer/windows/data/yara/SingleStepAntiHook.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/SingleStepAntiHook.yar
cape-squirrelwaffle	CAPE	FALSE	cape/data/yara/CAPE/SquirrelWaffle.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/SquirrelWaffle.yar
cape-tclient	CAPE	FALSE	cape/data/yara/CAPE/TClient.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/TClient.yar
cape-trickbot	CAPE	FALSE	cape/data/yara/CAPE/TrickBot.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/TrickBot.yar
cape-tscookie	CAPE	FALSE	cape/data/yara/CAPE/TSCookie.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/TSCookie.yar
cape-ursnif	CAPE	FALSE	cape/data/yara/CAPE/Ursnif.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Ursnif.yar
cape-ursnif3	CAPE	FALSE	cape/data/yara/CAPE/Ursnif3.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Ursnif3.yar
cape-ursnifv3	CAPE	FALSE	cape/analyzer/windows/data/yara/UrsnifV3.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/UrsnifV3.yar
cape-varenyky	CAPE	FALSE	cape/data/yara/CAPE/Varenyky.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Varenyky.yar
cape-vbcrypter	CAPE	FALSE	cape/analyzer/windows/data/yara/VBCrypter.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/VBCrypter.yar
cape-vidar	CAPE	FALSE	cape/data/yara/CAPE/Vidar.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Vidar.yar
cape-wanacry	CAPE	FALSE	cape/data/yara/CAPE/WanaCry.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/WanaCry.yar
cape-zerot	CAPE	FALSE	cape/data/yara/CAPE/ZeroT.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/ZeroT.yar
cape-zeuspanda	CAPE	FALSE	cape/data/yara/CAPE/ZeusPanda.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/ZeusPanda.yar
cape-zloader	CAPE	FALSE	cape/analyzer/windows/data/yara/Zloader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	analyzer/windows/data/yara/Zloader.yar
cape-zloader	CAPE	FALSE	cape/data/yara/CAPE/Zloader.yar	https://github.com/kevoreilly/CAPEv2	refs/heads/master	data/yara/CAPE/Zloader.yar
citizenlab-3102	Citizen Lab	FALSE	citizenlab/malware-families/3102.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/3102.yara
citizenlab-9002	Citizen Lab	FALSE	citizenlab/malware-families/9002.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/9002.yara
citizenlab-bangat	Citizen Lab	FALSE	citizenlab/malware-families/bangat.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/bangat.yara
citizenlab-boouset	Citizen Lab	FALSE	citizenlab/malware-families/boouset.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/boouset.yara
citizenlab-comfoo	Citizen Lab	FALSE	citizenlab/malware-families/comfoo.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/comfoo.yara
citizenlab-cookies	Citizen Lab	FALSE	citizenlab/malware-families/cookies.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/cookies.yara
citizenlab-cxpid	Citizen Lab	FALSE	citizenlab/malware-families/cxpid.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/cxpid.yara
citizenlab-enfal	Citizen Lab	FALSE	citizenlab/malware-families/enfal.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/enfal.yara
citizenlab-ezcob	Citizen Lab	FALSE	citizenlab/malware-families/ezcob.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/ezcob.yara
citizenlab-fakem	Citizen Lab	FALSE	citizenlab/malware-families/fakem.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/fakem.yara
citizenlab-favorite	Citizen Lab	FALSE	citizenlab/malware-families/favorite.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/favorite.yara
citizenlab-filetypes	Citizen Lab	FALSE	citizenlab/filetypes.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	filetypes.yara
citizenlab-glasses	Citizen Lab	FALSE	citizenlab/malware-families/glasses.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/glasses.yara
citizenlab-iexpl0re	Citizen Lab	FALSE	citizenlab/malware-families/iexpl0re.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/iexpl0re.yara
citizenlab-imuler	Citizen Lab	FALSE	citizenlab/malware-families/imuler.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/imuler.yara
citizenlab-insta11	Citizen Lab	FALSE	citizenlab/malware-families/insta11.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/insta11.yara
citizenlab-keyboy	Citizen Lab	FALSE	citizenlab/malware-families/keyboy.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/keyboy.yara
citizenlab-luckycat	Citizen Lab	FALSE	citizenlab/malware-families/luckycat.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/luckycat.yara
citizenlab-lurk0+cctv0	Citizen Lab	FALSE	citizenlab/malware-families/lurk0+cctv0.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/lurk0+cctv0.yara
citizenlab-maccontrol	Citizen Lab	FALSE	citizenlab/malware-families/maccontrol.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/maccontrol.yara
citizenlab-malware-families	Citizen Lab	FALSE	citizenlab/malware-families/malware-families.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/malware-families.yara
citizenlab-mirage	Citizen Lab	FALSE	citizenlab/malware-families/mirage.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/mirage.yara
citizenlab-mongal	Citizen Lab	FALSE	citizenlab/malware-families/mongal.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/mongal.yara
citizenlab-msattacker	Citizen Lab	FALSE	citizenlab/malware-families/msattacker.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/msattacker.yara
citizenlab-naikon	Citizen Lab	FALSE	citizenlab/malware-families/naikon.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/naikon.yara
citizenlab-naspyupdate	Citizen Lab	FALSE	citizenlab/malware-families/naspyupdate.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/naspyupdate.yara
citizenlab-nettraveler	Citizen Lab	FALSE	citizenlab/malware-families/nettraveler.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/nettraveler.yara
citizenlab-nsfree	Citizen Lab	FALSE	citizenlab/malware-families/nsfree.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/nsfree.yara
citizenlab-oleidentifiers	Citizen Lab	FALSE	citizenlab/oleidentifiers.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	oleidentifiers.yara
citizenlab-olyx	Citizen Lab	FALSE	citizenlab/malware-families/olyx.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/olyx.yara
citizenlab-payloads	Citizen Lab	FALSE	citizenlab/payloads.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	payloads.yara
citizenlab-plugx	Citizen Lab	FALSE	citizenlab/malware-families/plugx.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/plugx.yara
citizenlab-pubsab	Citizen Lab	FALSE	citizenlab/malware-families/pubsab.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/pubsab.yara
citizenlab-quarian	Citizen Lab	FALSE	citizenlab/malware-families/quarian.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/quarian.yara
citizenlab-regsubdat	Citizen Lab	FALSE	citizenlab/malware-families/regsubdat.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/regsubdat.yara
citizenlab-remote	Citizen Lab	FALSE	citizenlab/malware-families/remote.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/remote.yara
citizenlab-rookie	Citizen Lab	FALSE	citizenlab/malware-families/rookie.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/rookie.yara
citizenlab-rooter	Citizen Lab	FALSE	citizenlab/malware-families/rooter.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/rooter.yara
citizenlab-safenet	Citizen Lab	FALSE	citizenlab/malware-families/safenet.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/safenet.yara
citizenlab-scarhikn	Citizen Lab	FALSE	citizenlab/malware-families/scarhikn.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/scarhikn.yara
citizenlab-surtr	Citizen Lab	FALSE	citizenlab/malware-families/surtr.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/surtr.yara
citizenlab-t5000	Citizen Lab	FALSE	citizenlab/malware-families/t5000.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/t5000.yara
citizenlab-up007	Citizen Lab	FALSE	citizenlab/malware-families/UP007.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/UP007.yara
citizenlab-vidgrab	Citizen Lab	FALSE	citizenlab/malware-families/vidgrab.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/vidgrab.yara
citizenlab-warp	Citizen Lab	FALSE	citizenlab/malware-families/warp.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/warp.yara
citizenlab-wimmie	Citizen Lab	FALSE	citizenlab/malware-families/wimmie.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/wimmie.yara
citizenlab-xtreme	Citizen Lab	FALSE	citizenlab/malware-families/xtreme.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/xtreme.yara
citizenlab-yayih	Citizen Lab	FALSE	citizenlab/malware-families/yayih.yara	https://github.com/citizenlab/malware-signatures	refs/heads/master	malware-families/yayih.yara
conventionengine-conventionengine	stvemillertime	FALSE	conventionengine/ConventionEngine.yar	https://github.com/stvemillertime/ConventionEngine	refs/heads/master	ConventionEngine.yar
cyberdefenses-droppers-wirenet-dropper	CyberDefenses	FALSE	cyberdefenses/droppers/wirenet_dropper.yar	https://github.com/CyberDefenses/CDI_yara	refs/heads/master	droppers/wirenet_dropper.yar
cyberdefenses-trojans-installmonstr	CyberDefenses	FALSE	cyberdefenses/trojans/installmonstr.yar	https://github.com/CyberDefenses/CDI_yara	refs/heads/master	trojans/installmonstr.yar
cyberdefenses-webshells-u34	CyberDefenses	FALSE	cyberdefenses/webshells/u34.yar	https://github.com/CyberDefenses/CDI_yara	refs/heads/master	webshells/u34.yar
deadbits-acbackdoor-linux	Adam M. Swanda (deadbits)	FALSE	deadbits/ACBackdoor_Linux.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/ACBackdoor_Linux.yara
deadbits-apt32-kerrdown	Adam M. Swanda (deadbits)	FALSE	deadbits/APT32_KerrDown.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/APT32_KerrDown.yara
deadbits-apt32-ratsnif	Adam M. Swanda (deadbits)	FALSE	deadbits/APT32_Ratsnif.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/APT32_Ratsnif.yara
deadbits-apt34-longwatch	Adam M. Swanda (deadbits)	FALSE	deadbits/APT34_LONGWATCH.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/APT34_LONGWATCH.yara
deadbits-apt34-pickpocket	Adam M. Swanda (deadbits)	FALSE	deadbits/APT34_PICKPOCKET.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/APT34_PICKPOCKET.yara
deadbits-apt34-valuevault	Adam M. Swanda (deadbits)	FALSE	deadbits/APT34_VALUEVAULT.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/APT34_VALUEVAULT.yara
deadbits-avemaria-warzone	Adam M. Swanda (deadbits)	FALSE	deadbits/avemaria_warzone.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/avemaria_warzone.yara
deadbits-crescentcore-dmg	Adam M. Swanda (deadbits)	FALSE	deadbits/crescentcore_dmg.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/crescentcore_dmg.yara
deadbits-dacls-linux	Adam M. Swanda (deadbits)	FALSE	deadbits/Dacls_Linux.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/Dacls_Linux.yara
deadbits-dacls-windows	Adam M. Swanda (deadbits)	FALSE	deadbits/Dacls_Windows.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/Dacls_Windows.yara
deadbits-dnspionage	Adam M. Swanda (deadbits)	FALSE	deadbits/DNSpionage.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/DNSpionage.yara
deadbits-evilgnome-linux	Adam M. Swanda (deadbits)	FALSE	deadbits/EvilGnome_Linux.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/EvilGnome_Linux.yara
deadbits-glupteba	Adam M. Swanda (deadbits)	FALSE	deadbits/Glupteba.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/Glupteba.yara
deadbits-godlua-linux	Adam M. Swanda (deadbits)	FALSE	deadbits/godlua_linux.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/godlua_linux.yara
deadbits-jsworm	Adam M. Swanda (deadbits)	FALSE	deadbits/JSWorm.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/JSWorm.yara
deadbits-kpot-v2	Adam M. Swanda (deadbits)	FALSE	deadbits/KPOT_v2.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/KPOT_v2.yara
deadbits-redghost-linux	Adam M. Swanda (deadbits)	FALSE	deadbits/RedGhost_Linux.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/RedGhost_Linux.yara
deadbits-remcos-rat-2019	Adam M. Swanda (deadbits)	FALSE	deadbits/REMCOS_RAT_2019.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/REMCOS_RAT_2019.yara
deadbits-silenttrinity-delivery	Adam M. Swanda (deadbits)	FALSE	deadbits/SilentTrinity_Delivery.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/SilentTrinity_Delivery.yara
deadbits-silenttrinity-payload	Adam M. Swanda (deadbits)	FALSE	deadbits/SilentTrinity_Payload.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/SilentTrinity_Payload.yara
deadbits-ta505-flowerpippi	Adam M. Swanda (deadbits)	FALSE	deadbits/TA505_FlowerPippi.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/TA505_FlowerPippi.yara
deadbits-watchbog-linux	Adam M. Swanda (deadbits)	FALSE	deadbits/WatchBog_Linux.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/WatchBog_Linux.yara
deadbits-winnti-linux	Adam M. Swanda (deadbits)	FALSE	deadbits/winnti_linux.yara	https://github.com/deadbits/yara-rules	refs/heads/master	rules/winnti_linux.yara
didierstevens-contains-pe-file	Didier Stevens	FALSE	didierstevens/contains_pe_file.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	contains_pe_file.yara
didierstevens-contains-vbe-file	Didier Stevens	FALSE	didierstevens/contains_vbe_file.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	contains_vbe_file.yara
didierstevens-ios-canary	Didier Stevens	FALSE	didierstevens/IOS_canary.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	IOS_canary.yara
didierstevens-jpeg-exif-contains-eval	Didier Stevens	FALSE	didierstevens/JPEG_EXIF_Contains_eval.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	JPEG_EXIF_Contains_eval.yara
didierstevens-maldoc	Didier Stevens	FALSE	didierstevens/maldoc.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	maldoc.yara
didierstevens-pe-file-pyinstaller	Didier Stevens	FALSE	didierstevens/pe_file_pyinstaller.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	pe_file_pyinstaller.yara
didierstevens-peid-userdb-rules-with-pe-module	Didier Stevens	FALSE	didierstevens/peid-userdb-rules-with-pe-module.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	peid-userdb-rules-with-pe-module.yara
didierstevens-peid-userdb-rules-without-pe-module	Didier Stevens	FALSE	didierstevens/peid-userdb-rules-without-pe-module.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	peid-userdb-rules-without-pe-module.yara
didierstevens-rtf	Didier Stevens	FALSE	didierstevens/rtf.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	rtf.yara
didierstevens-vba	Didier Stevens	FALSE	didierstevens/vba.yara	https://github.com/DidierStevens/DidierStevensSuite	refs/heads/master	vba.yara
eset-animalfarm	ESET	FALSE	eset/animalfarm/animalfarm.yar	https://github.com/eset/malware-ioc	refs/heads/master	animalfarm/animalfarm.yar
eset-badiis	ESET	FALSE	eset/badiis/badiis.yar	https://github.com/eset/malware-ioc	refs/heads/master	badiis/badiis.yar
eset-groundbait-prikormka	ESET	FALSE	eset/groundbait/prikormka.yar	https://github.com/eset/malware-ioc	refs/heads/master	groundbait/prikormka.yar
eset-invisimole	ESET	FALSE	eset/invisimole/invisimole.yar	https://github.com/eset/malware-ioc	refs/heads/master	invisimole/invisimole.yar
eset-keydnap	ESET	FALSE	eset/keydnap/keydnap.yar	https://github.com/eset/malware-ioc	refs/heads/master	keydnap/keydnap.yar
eset-kobalos	ESET	FALSE	eset/kobalos/kobalos.yar	https://github.com/eset/malware-ioc	refs/heads/master	kobalos/kobalos.yar
eset-moose-linux-moose	ESET	FALSE	eset/moose/linux-moose.yar	https://github.com/eset/malware-ioc	refs/heads/master	moose/linux-moose.yar
eset-mumblehard-packer	ESET	FALSE	eset/mumblehard/mumblehard_packer.yar	https://github.com/eset/malware-ioc	refs/heads/master	mumblehard/mumblehard_packer.yar
eset-potao-potaonew	ESET	FALSE	eset/potao/PotaoNew.yara	https://github.com/eset/malware-ioc	refs/heads/master	potao/PotaoNew.yara
eset-rakos	ESET	FALSE	eset/rakos/rakos.yar	https://github.com/eset/malware-ioc	refs/heads/master	rakos/rakos.yar
eset-sparklinggoblin	ESET	FALSE	eset/sparklinggoblin/SparklingGoblin.yar	https://github.com/eset/malware-ioc	refs/heads/master	sparklinggoblin/SparklingGoblin.yar
eset-sshdoor	ESET	FALSE	eset/sshdoor/sshdoor.yar	https://github.com/eset/malware-ioc	refs/heads/master	sshdoor/sshdoor.yar
eset-stantinko	ESET	FALSE	eset/stantinko/stantinko.yar	https://github.com/eset/malware-ioc	refs/heads/master	stantinko/stantinko.yar
eset-turla-carbon	ESET	FALSE	eset/turla/carbon.yar	https://github.com/eset/malware-ioc	refs/heads/master	turla/carbon.yar
eset-turla-gazer	ESET	FALSE	eset/turla/gazer.yar	https://github.com/eset/malware-ioc	refs/heads/master	turla/gazer.yar
eset-turla-outlook	ESET	FALSE	eset/turla/turla-outlook.yar	https://github.com/eset/malware-ioc	refs/heads/master	turla/turla-outlook.yar
eset-windigo-onimiki	ESET	FALSE	eset/windigo/windigo-onimiki.yar	https://github.com/eset/malware-ioc	refs/heads/master	windigo/windigo-onimiki.yar
eset-winnti-group-skip20-sqllang-hook	ESET	FALSE	eset/winnti_group/skip20_sqllang_hook.yar	https://github.com/eset/malware-ioc	refs/heads/master	winnti_group/skip20_sqllang_hook.yar
fideliscyber-alienspy	Fidelis Cyber	FALSE	fideliscyber/AlienSpy.yar	https://github.com/fideliscyber/indicators	refs/heads/master	yararules/AlienSpy.yar
fideliscyber-crime-win-pws-fareit	Fidelis Cyber	FALSE	fideliscyber/crime_win_PWS_Fareit.yar	https://github.com/fideliscyber/indicators	refs/heads/master	yararules/crime_win_PWS_Fareit.yar
fideliscyber-crime-win32-exe-rat-netwire	Fidelis Cyber	FALSE	fideliscyber/crime_win32_exe_rat_netwire.yar	https://github.com/fideliscyber/indicators	refs/heads/master	yararules/crime_win32_exe_rat_netwire.yar
fideliscyber-darkcomet	Fidelis Cyber	FALSE	fideliscyber/DarkComet.yar	https://github.com/fideliscyber/indicators	refs/heads/master	yararules/DarkComet.yar
fideliscyber-inocnation	Fidelis Cyber	FALSE	fideliscyber/inocnation.yar	https://github.com/fideliscyber/indicators	refs/heads/master	yararules/inocnation.yar
fideliscyber-ursnif	Fidelis Cyber	FALSE	fideliscyber/ursnif.yar	https://github.com/fideliscyber/indicators	refs/heads/master	yararules/ursnif.yar
fideliscyber-xenon-crypter	Fidelis Cyber	FALSE	fideliscyber/xenon-crypter.yar	https://github.com/fideliscyber/indicators	refs/heads/master	yararules/xenon-crypter.yar
neo23x0-apt-aa19-024a	Florian Roth (Neo23x0)	TRUE	neo23x0/apt_aa19_024a.yar	https://github.com/Neo23x0/signature-base	refs/heads/master	yara/apt_aa19_024a.yar
